ID,Mass,R7S1,R7S2,R7S3,R7S4,R7S5,R7S6,R7S7,R7S8,R7S9,R7S10,R7S11,R7S12,R7S13,R7S14,R7S15,R8S1,R8S2,R8S3,R8S4,R8S5,R8S6,R8S7,R8S8,R8S9,R8S10,R8S11,R8S12,R8S13,R8S14,R8S15,R9S1,R9S2,R9S3,R9S4,R9S5,R9S6,R9S7,R9S8,R9S9,R9S10,R9S11,R9S12,R9S13,R9S14,R9S15
68,117.0194,0,0,2844633,4137992,3521655,4079521,3007848,0,3878832,4168215,0,0,0,3172825,3251785,4352794,3408341,3131582,3446853,5502801,0,0,3244945,4030122,4373682,2906538,3530476,0,2912952,4680753,3271483,3017293,0,3601571,3204852,2796549,0,4599949,4166774,0,3788942,0,4303725,4115225,2945726
79,124.9914,0,0,0,0,0,0,0,0,0,0,0,0,4102606,5503844,3718443,0,0,0,0,0,0,4373122,0,0,0,0,0,0,3112451,4255169,0,0,2643871,0,0,0,2799093,0,0,2948779,2749619,0,3762972,0,6021431
86,129.0193,10119232,16719351,16745281,11742144,14855390,21212614,15556445,6798845,12570347,15931846,0,0,4719184,16545722,16976160,12597047,19354010,13191728,5384613,15275006,2620373,17215206,11501657,13970165,14652803,12199161,13004977,10346606,4326301,16772575,14019294,18738126,14629369,18999596,12259721,19900754,7109573,16889696,14692276,10158378,10679984,3300534,15208039,8449536,7085633
93,131.035,4483381,6231285,7211346,4007638,7260088,7795889,7138419,0,7289784,5490869,0,0,3306413,8308938,8533493,5475323,6449732,4825669,2750918,8191686,0,7870463,4569752,7136274,5117782,4873694,5351078,3425952,0,6282957,5458139,7527580,7906099,7256592,5635441,6756975,3050191,7220789,5341276,3694726,3777341,0,7034070,3358170,2611106
95,133.0143,41393304,47714400,55981520,46920284,46185212,43549704,57123320,46137132,56100080,58909712,25094166,38583304,48003700,54507080,56681268,55595304,49288020,50703560,37189204,45923832,32865412,59225480,54235976,54702496,61240212,36871980,50615560,37495620,32368606,56419368,56042824,50075092,56710364,53375840,45075396,47214588,39107656,54158708,48528236,49101644,44999728,44276284,53876648,42962460,43534960
97,133.0506,3390129,8793724,5273069,4982134,8169751,4792101,6062612,5988168,4995849,4928810,4323378,4780833,6526607,7324773,5182543,7293763,8927087,5136868,4077681,8181778,5224606,6619811,5895013,6157242,4612781,4357192,6912801,3474912,3335160,4808770,5026913,9412590,7147002,7449978,6800863,7356951,4599139,6944654,7085444,6302055,6387271,8246358,4121280,3081784,5889673
99,135.0452,0,0,0,0,0,0,0,0,0,0,0,0,0,2946414,2909589,0,0,0,0,2747590,0,0,0,0,0,0,0,2808978,0,0,3594581,0,0,2590030,0,2959918,0,0,0,0,0,0,0,0,0
105,143.035,0,3153756,3062340,0,0,0,0,0,0,3311281,0,0,0,2741442,3700283,4009144,0,0,0,0,0,0,3043030,3518841,0,2736647,2833346,0,0,0,3286596,0,0,3540658,0,3023036,0,3538031,0,0,0,0,0,0,0
108,145.0143,5316095,5755416,5643290,11938004,5453215,10973519,7138949,4670497,7133997,9030492,3943629,9478992,6955819,5738141,8372167,4364072,6709899,5051184,8651012,5107208,6744902,6273574,3525607,6733931,11575287,6469152,8396912,8708766,4662507,9322853,5927684,5656606,6806141,7558731,4578532,8544420,4139352,7144952,7411329,6054400,5084765,9439815,13017341,11548345,6440777
122,147.0299,10447379,24033850,18202710,21873948,20700048,26549602,16086228,20312100,24556814,21206382,10291997,16794364,20790048,28295392,24914872,14650621,23345722,14022516,16976208,17925598,21105976,18362488,20268894,23325896,19370972,16592927,22820484,13539086,17406188,24741234,17059626,24815102,16828670,22443082,14522607,25973492,10978953,25298406,20746792,16709622,17707478,22479990,21644370,23123624,18164548
124,147.0663,0,2796129,0,0,0,0,0,0,3112498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2764272,0,0,0,0,2734609,0,0,0,2718247,0,0,0,0,0,0,0,0,0,0,0,0
132,149.0456,6558815,9353877,10416331,5793693,9191355,11383217,10064222,5479009,8058150,8216507,3085732,0,4139341,8703324,8766437,8052491,11130404,6610417,3424466,9957867,0,9284868,5954062,7851361,7908857,7361623,7256785,5221304,4260900,8736185,6668682,9163289,10146235,10498177,5948726,9865085,4169202,8952334,8300040,6641701,5495688,0,8418270,5051601,3999607
144,154.9986,0,0,2631594,0,0,3236404,3837068,0,0,2762927,0,0,0,2854749,0,2682829,0,2620905,0,2875554,0,3206712,0,0,0,0,3548989,0,0,0,0,2631417,0,2635446,0,2779292,0,0,0,0,3335720,0,3535647,0,0
151,157.0142,0,3043840,0,0,2676346,2828301,2913435,0,3360419,3891200,0,0,0,3403356,2677690,0,0,0,0,0,0,4209224,0,2904033,3652477,0,0,0,0,3204573,0,3640728,3405241,2956400,0,3294625,0,3046095,4028065,2655865,0,0,0,2842498,0
152,157.0506,4525752,4591913,5311939,5601487,2898338,6676534,6899909,3036825,4759755,6712873,0,2648466,0,5750406,6861283,4475531,5892372,5210380,3271145,4399449,0,6703218,3849170,6702348,6999461,4630633,6030640,5454724,2673955,4906502,6356543,6519744,6696420,7175832,3700629,5790411,3146675,4423159,4452552,5146658,0,0,7564124,4084395,3123579
158,159.0299,23308638,38927836,38390924,25436586,40298036,42428656,36895156,13757247,32945996,38914264,5288887,3840466,9908682,39677280,41662076,28783366,41341804,30690272,10856884,40642508,6325146,40422752,24247494,39795212,34833956,30722816,32176600,21509250,10786737,38152364,31492864,41797696,40128256,44402484,29038662,45203372,19612272,40032396,34800400,21286584,23247256,5817419,36438876,17285430,13440528
163,161.0456,20750890,32290486,36414844,22878890,27619050,35418580,32187082,28466192,30998520,30409138,17586354,19962936,28233346,34948708,28323650,31443882,35462128,32273626,22593186,27471972,23242810,34154104,33564124,30925622,27909836,23223232,27161254,21005734,20356194,29163896,34591720,34783468,38918208,34594804,20877600,33626288,25650000,29139272,27032454,32640888,31574486,24418598,24431494,21582314,29474508
166,163.0248,0,3036505,3538483,0,2915186,0,0,0,0,3395162,0,0,0,3793715,2880984,2933023,3151434,3017373,0,0,0,0,0,0,0,2807371,0,0,0,0,0,2829413,3657800,0,0,3011967,0,0,0,2778886,0,0,3259784,0,0
168,163.0401,21134034,25286506,27926084,30542726,30013314,28334746,28916668,21208254,28588162,31193706,8982916,9697404,17352472,29953860,34183144,28300336,30631002,25275822,17067876,28084446,13476022,31928168,25157314,28036158,28202836,23495772,24189776,18370208,12951792,31291938,32398506,30284150,30171482,29870228,26196442,28352912,20538376,30743016,25428956,24903702,29725176,13285848,26555288,24427132,22337384
173,165.0405,0,0,6481658,6256720,6043662,7411541,6349472,0,5703939,0,4253250,4629171,5326755,6126101,6988935,4746924,6905019,5206640,4593679,7025995,5681440,6309964,4508049,0,0,0,0,4494214,0,7739070,6517089,5775860,5923427,6799655,4805770,6870621,4678318,7604861,5891113,0,6890002,5411448,7155621,0,5105141
177,169.0142,5087759,7014602,7798742,8193367,8664235,9105490,7611874,4599861,9040271,8361966,0,0,4388921,9833772,9796944,6545205,7603476,6847333,3555785,7417261,0,8820106,7011465,7571112,7021639,6808967,8210584,5154491,4074970,10387315,9431624,8383099,7824357,7854543,7063410,9023333,5076329,9172787,6259797,5907800,7724504,3438373,9508706,5801874,5162641
178,169.1234,0,0,0,0,0,0,0,0,0,2713698,0,0,0,0,2950852,0,2906501,0,0,0,0,3046145,0,0,3452344,0,2713355,0,0,0,0,2784493,2758493,0,0,2968539,0,3598759,0,0,0,0,3312591,0,0
181,172.0615,0,0,3393331,2726873,0,0,0,0,0,0,0,0,0,2886081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3013819,2857138,0,0,0,3403238,0,0,0,0,0,0,0,0,0
185,173.0092,101946368,143546576,149493744,112039328,164728992,170382512,160929392,62000740,144904576,162616352,27669308,24275960,47763496,154753424,178852224,112151848,158862560,111351704,49379500,151916912,29221118,168024592,106043544,167892848,151474208,120608120,142382224,95885600,47025548,160551808,142825088,163959392,161848480,181047760,125801400,173317040,77895008,171873104,142167024,87486824,97880336,34951944,164268704,86739832,58626180
187,173.0455,3003938,4873455,4995601,4374978,6072010,5543126,4210327,0,2898595,4594754,0,0,3690061,4892594,4454311,3674956,4578055,3770812,0,7145875,2734881,4203064,4088512,5064078,5127231,2635419,5506228,4077384,0,4885918,3154594,4735112,4906185,5858290,3968990,4754383,0,5130101,5959701,3950985,3874097,3005484,4897995,2847392,3339175
192,175.0248,22428578,28938358,31182750,29785448,31033432,34503832,33140326,23090740,30775598,30608360,12098281,13296468,25171924,31818088,35133780,28722396,33883276,27545432,20858938,28915974,15421552,32469506,31027260,30629752,28870584,24788254,27966520,21092600,19123474,31677228,34328132,33360400,36631720,31177088,27417490,30782322,20710654,31329046,27009916,29411616,30220392,15200926,27910674,25985828,26699822
195,175.0612,178199488,177873040,221945792,182427024,154671232,220175552,315596416,104257112,204380496,284335104,59308812,62460788,114333688,244556176,296065408,209622272,200742064,154378112,119922784,133011752,53377172,305373728,166551648,242950048,349738976,155376960,284466272,202907936,111056184,260348752,241344112,215325232,245507280,325523872,119217080,226567056,139861280,204380992,168842144,174496064,124342408,87120576,322048576,179442496,120739920
201,177.0405,36737776,58042316,58271480,39064800,58433468,66552880,56935944,25550264,50004116,56714084,11981372,9416293,19324722,60860660,65134816,47922248,64986092,45131460,21122924,58966096,14751633,59378080,41625468,58976052,54320908,47088760,51807120,36198516,21630020,59040396,54420924,65003888,61426772,66650340,43828000,67226336,29373510,56124052,48609984,36012176,41011068,14477787,53524800,32238208,26488714
207,179.035,106162648,119172784,134491616,152660960,157263552,148188000,149269824,102769872,142305168,152332912,48515352,50094352,94365224,153825296,166701056,130507600,150921968,119319992,84602408,133490488,63989316,158511312,130608704,142388864,148547056,124431208,131590776,91533176,76169992,170895744,156347600,152365168,146371472,161851360,135277136,142815712,107047704,155953584,130376104,134211480,148741680,69789864,148004880,128721264,112273024
209,179.0384,10869207,11161270,12062179,9708518,13868734,12686183,13552960,6029527,13707161,14699128,3274523,3193619,3543081,11997199,13467658,9745235,11877109,9684413,3049512,13182778,0,12595408,9803331,13356680,14460408,11092842,13236858,7716732,2643721,11987335,14107851,12789870,13310866,12904415,11901515,13240803,6137631,13795760,11757991,7919517,8568372,4351656,12245014,7736695,5654144
211,179.0561,67758568,102772424,110849520,82013176,87025360,107375480,97430864,75703528,93202344,96742024,61319464,53272864,84321848,130002976,97839128,98378592,113042184,92302800,67448376,85223240,69215832,111063264,102428240,93318808,87483912,89172856,80087688,59781004,58589976,100608408,115682520,116271232,113734560,115222512,73247320,106557936,77523760,87665088,77922744,108996528,104128064,64792760,84910120,73736584,98150032
216,181.0506,0,2666566,0,0,2918253,0,2935327,0,2745166,0,0,0,0,0,0,0,0,0,0,2971602,0,2722728,0,3089796,3563667,0,2977549,0,0,0,3436930,0,2831984,0,3104549,2972806,0,2698878,3490372,0,0,0,2896045,0,0
217,181.054,3097702,11808073,6541427,6125203,12744048,12823120,6933538,4234664,5509713,6341948,0,0,0,6504149,7166697,4647446,13595063,5295198,3689090,9845205,0,4238763,4813987,8984967,5168790,6856202,6590736,3529252,0,5648430,4208005,13764383,5707379,12740235,7403816,13721737,3271580,11064449,7871559,3494491,6162598,0,6497968,3804702,0
218,181.0718,5466229,7631191,11981953,3847842,5621119,6657631,8808497,2823350,4893279,8701259,2811561,0,3395807,7593700,5841656,8104485,8964550,8607852,4225680,6868452,2940082,9907129,4471473,5994903,7937188,6372888,6913310,4480563,0,6305852,7063443,8750893,13111938,8854170,4948279,8509591,4211626,4792976,4137557,6462058,6385844,0,5570238,3436588,4026163
219,184.0251,0,0,3288390,0,0,0,0,0,2921340,3249263,0,0,0,0,2724945,0,3000063,0,0,0,0,2742515,0,0,0,0,0,0,0,3795250,0,2951743,3297723,3340187,0,3124091,0,0,0,0,0,0,2694091,0,0
223,185.1183,41385028,65339688,72392768,47972000,73742768,73400056,68231336,33851428,59079328,66411924,15811390,11926283,25188594,72254240,72547216,56858244,68089392,55156816,25653200,73947624,19038240,73008152,51347432,70640200,59791528,51379732,59022588,42091032,26342674,65403972,60129212,72547168,71419616,73677488,52944312,78177408,36826436,67763456,61076596,45988528,46092412,19305124,64975600,41751616,35436860
225,186.0408,0,4033432,4479659,0,5636150,4657566,4271931,0,4082992,4299298,0,0,0,4398501,4357680,3426586,5458639,3167426,0,3685992,0,5030572,3235885,6250732,3895591,3139218,3960176,0,0,4479682,3376704,4119530,4289900,5692727,0,4778739,0,4405663,3498752,0,0,0,2995079,0,0
226,186.0772,4815564,5788592,7666370,5200179,7336015,7980472,6825813,2911445,6974793,7068731,0,0,0,6415806,7101002,5645619,8005865,6479579,2686510,7142528,0,7882437,5284420,8103174,5447488,5951659,5370760,3912350,2816393,6036186,5419609,7335427,7808389,8111440,5006449,7766796,4369853,6782905,5158681,4271961,4092174,0,5938592,3117789,0
230,187.0248,23327026,41485844,45581600,29016994,42180304,39797844,34670052,18013544,42868692,32486082,6134788,5747685,12475913,47908924,56549608,28216262,50011012,34784580,14728298,38797052,7867616,37452108,30176378,46434208,33967544,26284832,39027188,24471298,15841759,48439632,34174168,49971336,45747208,52568012,32187144,48507252,18491924,44982864,33806752,19021794,21267842,8494948,36214836,25311578,19082830
233,187.036,0,2868765,3354921,0,3835097,0,3600874,0,2894811,3238858,0,0,0,3576901,3274992,0,3329931,2755402,0,3297539,0,3354453,0,4316586,3383233,0,2989050,0,0,0,0,3246737,3594256,0,0,2680699,0,3335766,0,2840042,0,0,0,0,0
235,187.0612,0,3785773,0,2670009,4124906,3482223,3304443,0,3974124,3573979,0,0,0,5167702,5326081,3276767,3200412,2791258,0,3022099,0,3420006,3276943,3614651,3572177,3080503,3027978,0,0,5139816,2862830,0,0,4001252,3312417,3747211,0,6156904,3112120,0,0,0,3280972,0,0
239,188.0353,4198312,5254283,6867854,6699551,6869351,12476166,5949569,4122125,12700272,8552796,0,0,0,5410509,18068378,2812013,7661107,5174201,3545262,5852552,0,5476327,6500024,12366416,6339652,7040421,8328301,8644978,0,15987671,4718436,6744866,8727194,7931482,5784499,8709098,0,19522808,11215929,3335807,4737032,0,14506717,9097191,4151000
241,188.0564,28652468,48335000,42592156,32179756,52978036,51832596,48367760,17700892,43041408,45303144,8116845,5172832,12404900,47016664,52626344,33959548,50798144,32769990,13553338,49586580,7233353,48098292,31315652,53078624,42778704,37397940,44786812,29133182,14249040,46728164,38504304,52085552,45108904,55788136,39658944,54365176,22013058,51315976,43703368,26612364,26740758,9009610,46136044,25381876,17447142
242,188.0928,3296715,0,4506545,5367362,16796044,3838765,5975206,0,0,4108673,0,0,0,0,0,3436691,0,3915740,0,12566956,0,5313548,0,6443639,5377128,3485129,5354641,0,0,0,4225928,3430727,6165183,0,15728089,2704909,0,4987167,9436255,4086436,2841644,0,3239684,2971916,0
246,189.0041,3185643,2792140,2768839,2745704,0,2855556,3162347,0,0,2799554,0,0,0,0,3339291,0,3973297,0,0,3578339,0,3364427,0,3356874,3249309,0,3675317,0,0,3315243,3419069,3718024,3888374,2902198,2659882,3533868,0,3446128,3220643,0,0,0,0,0,0
249,189.0405,4072448,5509857,6925788,5253246,7158752,6966683,6769410,0,6894834,6046681,0,0,0,5865790,7805491,5505273,6890697,4276241,0,7137273,0,5804641,5866709,7403745,6937267,5316110,7985866,4411330,0,6574657,5435860,6958495,6995213,7730380,4802626,7814722,3062970,8198023,7387834,3158783,4109430,0,7894384,4448345,3065925
253,189.0768,61670932,32942838,41503216,51349652,58262520,74664368,65964824,17169070,58598664,89458672,6703282,7100602,9145117,67931472,89982536,33583376,33005792,30591526,16818406,70648848,6252944,53775992,31275240,64711928,116064968,49793060,65226464,47926232,21319326,86656600,58984936,32576950,42692900,57533664,48302168,56094296,23971534,82134944,87113424,28136726,27163276,12446733,93175176,80920176,19252060
255,190.0721,0,0,0,0,3582545,2940969,0,0,0,0,0,0,0,0,2747588,2960766,0,2669661,0,3308642,0,0,0,0,0,0,0,0,0,2867361,0,3088917,0,2674997,0,0,0,2701327,3035444,0,0,0,0,0,0
263,191.0197,1710344832,2391396096,2491534848,1841417472,2769930240,2707541504,2628374528,1076348800,2415512064,2654587904,632670400,616546560,900319104,2469515776,2981219072,1830143360,2679227904,1901448832,915000512,2471086336,640796032,2791953152,1760676992,2745291264,2510931712,2085997696,2432289536,1621741568,868991680,2703346432,2267663872,2732182016,2658784768,2985937152,2192166144,2860634880,1303759616,2993277952,2397160192,1557252480,1567997696,761776128,2738995712,1551221504,1089193984
270,191.0561,28928616,45723460,48975404,30051568,51816592,49827456,44355512,17762150,40044980,42577036,8578248,5722373,12672929,45494744,47033120,33605072,49309112,35413620,14079181,49924248,8735153,46215948,30416060,49746360,39978828,37923992,41192252,26841108,14459598,42822352,39374444,49154648,48698788,51644780,37047580,56103588,22919926,45214820,41280380,26536380,27614996,9063458,41894492,23577336,17733594
280,192.9812,6952515,15348510,14010863,8468691,10058932,15346395,12446690,5724073,13753838,12083383,0,0,4157362,16283105,19816326,10959392,16675361,10392138,0,5454003,0,15605545,9832465,14827010,10726239,13033627,11251492,9518037,3934343,16907984,10793592,17641096,10611114,18390398,7093610,16961144,8041125,18469044,8861626,8047089,8498993,0,16449225,7363342,5406691
281,193.0176,0,0,0,0,0,2663663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2921494,3006834,0,2835766,0,0,3281379,0,0,0,0,0,2908810,0,3028169,3448270,0,0,0,3879645,0,0
289,193.0354,707251776,1016714048,1058394624,766628096,1028771008,1139397376,1014617088,478727104,917097984,982634688,334417024,292340992,477940672,1045026304,1203621760,825739840,1149356544,827052672,445829184,960351424,373737856,1130092416,776720448,1031919104,955632512,833343680,899403584,658232320,449496736,1123274496,970052224,1137036928,1087625728,1156959616,818270592,1167709824,602001088,1160630528,931514304,676449792,740016960,367512544,1007404800,687720256,589417472
295,193.0506,34311780,45323072,46158352,42242292,50842840,53326592,48165896,25799630,48524820,48566492,12539009,13731072,23813078,50009604,60641196,37243464,51464776,38982252,22700118,45632728,17467772,51484492,37408812,50148904,42412932,40030400,41504584,31577078,21730984,55840500,49386140,53743280,49363404,54529444,40137104,50992792,31653572,53309660,40486880,37547544,43033428,18234332,48088816,34711348,31177734
296,193.054,3564646,3571522,3551761,0,14249178,9403140,4547593,0,4583446,5033182,0,0,0,0,3535279,0,3308106,4195950,0,12405977,0,3165519,2737967,5421610,3394437,6246592,6350664,3331064,0,0,2927261,0,6147535,3637157,8962450,8683163,0,7370973,10754017,0,0,0,8992498,0,0
297,193.0717,6037103,9829194,8341018,5451008,8505572,9622285,8454162,3871706,6958623,7522535,0,0,2951648,7808528,10483641,7572050,9075284,6810231,2881630,8672482,0,9514841,5508151,8463923,6548366,6387913,7244625,5419008,0,8818430,7479975,9135801,8457688,10001838,6584732,11593380,3621583,9838823,8459243,4153890,5475169,0,7744252,3772733,0
312,194.9969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2840527,2947926,0,0,0,0,0,3221790,0,0,0,0,0,0,0,3279022,0,2648733,0,2903922,2668697,2795551,0,2916075,0,0,0,0,0,0,0
313,195.0299,2678276,0,2892179,0,3173577,0,3854836,0,0,0,0,0,0,2699219,0,0,0,0,0,2954430,0,0,0,3783222,3696480,3725960,3859188,0,0,0,3170926,3391150,4501907,0,0,0,0,0,2991088,0,0,0,2882871,0,0
314,195.0332,4351493,5420766,6481300,3952283,6966475,6528809,8764406,2872800,6331934,6493393,0,0,0,6364629,6834147,3531881,6498953,3354629,0,6688960,0,6044464,4091194,6489656,5243746,5630089,5516022,3517300,0,6625983,6291056,5769904,5531028,7351683,6419884,7453232,3670068,7836926,6036466,2945561,4460361,0,8049465,3981588,0
322,195.051,3237597696,5252961792,4866037248,3185169664,5017030656,5593749504,4761180160,1793970176,4464955904,4737061888,902025152,712100032,1469960064,5180611072,5712237568,3666988544,5785636352,3652310528,1475728256,4787392512,953535744,5333703680,3263288064,5197388288,4486451200,4359050240,4503228928,3115964160,1617021440,5171171840,4246328832,5694411264,5000257024,5903077888,3741439488,6207166976,2445398528,5454288384,4305046528,2692338176,3007432448,1009635136,4732865536,2658781952,1985073152
327,195.0663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2773253,0,0,0,3751039,0,0,2944915,0,2705982,0,0,0,0,0,0,0,0,0
329,195.1026,31605284,42546940,45979060,33690808,54169836,49977164,26994712,17539074,42504768,45962484,8094707,4889794,13510608,49461748,54498312,28491404,49450668,36582948,13388693,37892320,9970951,52075344,31736660,43072092,41496452,42218664,36500244,23590802,9095747,50991840,41285264,51516116,47144372,51171748,41129424,48699980,20632146,49739040,25779220,27177532,36718444,10223441,45288288,27425590,20131834
336,196.0615,2884551,3894430,4277574,2897502,3473593,5379379,4366816,0,3776537,3418304,0,0,0,5207983,4236788,3812465,5213346,0,0,4027049,0,4983059,3251371,5746739,4271430,2678370,3736256,2699041,0,4069528,3203148,4575911,3705192,4427623,2784175,5064683,2750939,3593477,3339250,3418640,0,0,3719513,0,0
339,197.0091,0,2728489,3833028,2885355,4608111,2868993,3725713,0,3254235,3922038,0,0,0,2726737,4626379,0,2980481,3699018,0,0,0,3030718,0,4253172,2756340,0,3689044,0,0,3965497,3626993,4074086,4088579,4128020,3016056,3013488,0,3751635,3718587,0,0,0,4019007,3089574,0
340,197.0455,4245346,8206904,6525138,5218298,7244927,6986515,7288737,4019122,6792684,6660231,0,0,0,6861152,8720349,5979729,7636627,7062872,0,5655661,0,7636686,5085686,6560261,5749508,6673427,6222436,3756711,0,8291913,6541825,7694967,7826707,7764261,5739913,7459198,4094812,6783205,6212556,6051295,5889798,0,5929809,4278966,3491692
341,197.0489,0,3161145,0,0,2916225,0,4112291,0,3849198,3316361,0,0,0,4801890,5027807,0,4007061,0,0,2838638,0,3299023,0,3978758,0,2889237,3007589,2899624,0,4687435,3299843,4365432,4452628,4764966,0,4171648,0,4251366,0,0,0,0,3687251,0,0
347,198.0408,4012271,6783940,6051408,3329927,6070841,7106791,6735189,0,6589364,5540418,0,0,0,7161605,7406011,5648422,7891067,4462816,0,5812772,0,6225019,4336433,5813193,5548213,5095864,5076986,4841501,0,6438894,5811113,7230523,5010095,6678229,4584279,7239428,3165389,5151416,4777883,3351970,3078343,0,5202241,3736167,0
349,198.0772,0,3098578,3329117,0,3719753,4944119,2681188,0,0,0,0,0,0,0,3551180,3577911,3511948,0,0,3577396,0,3303050,2953532,4274137,0,0,3446793,2658858,0,0,0,3736651,4460222,3150565,0,3954449,0,0,3133356,0,0,0,0,0,0
353,198.9918,2667097,4852013,5222315,3455729,6298576,5345941,7473892,2919711,6557016,6073305,0,0,0,7029893,8252275,5107159,6156862,4414534,0,4299705,0,7158276,4960332,8606056,7886403,3739961,6860142,4326257,0,7543151,6201646,6165980,6835239,6247523,5330177,6343783,3552285,8183912,6419271,2898242,0,0,6884108,4679157,0
354,199.0248,0,0,0,0,0,0,2896626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2950006,0,0,0,0,0,2847612,0,0,0,0,0,0,0,2809974,0,0,0,0,0,0,0
356,199.0377,36952172,55098688,76569528,26823426,49395684,57409192,64052984,14333746,49895788,64781292,6487437,3814165,10753676,47136920,41966472,49001964,62772820,59317336,10768594,54097868,5578470,64619032,34248792,63078780,55883348,39115596,51362176,34610560,11628609,37296512,49405248,60652016,79307832,67885176,38337812,57467000,28616750,55147644,53908316,37419348,27242106,5512442,46650148,16318984,14059179
357,199.0434,5477485,7703872,0,6191876,0,0,0,0,9767278,0,0,0,0,0,0,7358958,8615510,0,0,0,0,0,6255707,0,2995289,0,8694146,4590979,3073091,0,7591234,8261106,0,0,7870744,0,0,10097790,7568222,4459352,0,0,0,5514762,3585197
358,199.0612,6329459,9705799,11658179,5821195,10989549,12031668,11136768,2997565,7720310,10132470,0,0,0,11047072,11854739,7876086,12406366,7371871,0,10713045,0,10295840,6643808,11342214,9961056,7904085,8277385,6301065,0,10205579,8731977,10287610,12444738,12013695,8373535,12062848,6224949,12907654,8676198,5060960,7026309,0,9814829,4444690,3360437
359,199.0976,9887873,15727956,15717328,10074904,16926716,16715460,15857423,6316877,14688646,16397317,0,0,4244132,14819503,16966564,12068358,16985710,12403820,3226852,15785956,2729723,17488430,10125418,16826774,13588079,13316963,12741015,10997141,4700246,15905177,14476632,17025546,16493648,15833230,12084527,16992396,8562754,17624214,13876086,10027375,9275028,3021582,16337727,8984096,5970627
360,199.9693,0,0,3177215,0,0,0,4194414,0,3654905,0,0,0,0,4957696,5610793,5397381,0,0,0,0,0,4431239,3546973,5404419,3067342,0,0,0,3378563,4705516,3111597,0,3954073,3316716,0,0,2672486,4058132,0,0,0,0,0,3075966,0
363,200.0564,27834844,43458224,40746268,26270834,43727236,46358628,40886416,15968483,40114972,39992720,5673678,4499597,12183581,40034848,47054160,33871788,46676008,33693124,14363132,41253228,8739901,41583528,28596596,45572904,36214768,34520280,35879676,24800986,12593568,41204492,35659472,44080032,43247032,45971984,31846092,50446816,22026626,42532408,34755860,23939842,28131368,7859777,36721920,21705632,19294266
364,200.0928,0,3032765,0,0,3097492,0,2980510,0,3705133,3234206,0,0,0,2806831,2689888,2720698,2657335,0,0,4053371,0,0,0,0,2896894,0,0,0,0,0,0,3475886,3220422,2739741,0,0,0,2666569,0,0,2835511,0,3402001,0,0
366,200.1292,0,0,4824374,0,2733987,0,2754477,0,0,0,0,0,0,0,0,3796938,2805832,3136477,0,0,0,5814213,0,0,0,0,0,0,0,0,3555050,2963901,4123603,3513899,0,0,3929498,0,0,0,0,0,0,0,0
369,201.0404,6817586,11134981,8169058,6180295,10345226,11241987,9495051,3192949,8707249,9899797,0,0,2828176,10644365,10227448,7236940,11121116,7370516,0,8606449,2722680,9510173,7702132,11351218,10410349,8049221,10808414,8010773,0,11117691,8734783,13159728,9420570,10980234,6749283,12546862,5823164,10309592,7986867,5276817,4750778,0,7860929,4629788,4284843
373,201.1132,2755403,3782174,3689082,3668959,4324135,3724321,4428838,0,3876559,4228913,0,0,0,5434279,4574999,2871147,4010492,3220268,0,4599565,0,4458296,2844806,4422862,0,0,3271800,3277355,0,4773014,4065882,4872525,4209460,3448742,2822273,5070662,0,4514807,2749137,0,3087319,0,2927585,0,0
374,202.0357,7424124,10680655,14014364,6973199,12153989,10908566,12970874,4276733,11714108,11290768,0,0,3816696,12367085,13920408,7560933,14201738,8613976,2752525,10701932,0,13475462,8588134,13155890,12792544,9308072,12373428,6971715,3072539,14474719,10709413,13225656,11849840,14068988,8901105,12575855,6321129,13068654,9971784,6431254,6678340,0,10975353,5967501,3054865
375,202.0721,15725704,21365082,24735654,17014554,29035666,28165028,27358088,9034763,25087562,25669790,4573459,0,5615365,28071162,28324006,18242292,24431514,19914852,6875158,26893434,0,27268754,16907118,29480512,24074990,23015350,21286336,15753550,6815782,27147756,21397938,22892230,29583484,28929290,21864960,26883194,13153267,29839740,24201302,13082148,12553042,4410514,24377480,12748442,8257310
378,203.0197,85630384,114057864,125018304,77373504,140140016,134571280,129131736,40885616,105455544,135356928,18844172,17388658,28748876,118400568,137519648,80501864,127556904,93249928,28429564,123723224,19077058,132376544,82566216,125675424,114711616,98279672,89071352,82387552,29680960,126426928,89170680,124690480,140569008,140631648,99836776,135521696,60644612,137028336,114055624,70868872,68424896,18577810,127818272,57710572,35282020
382,203.0561,3446719,6264466,5323982,3403855,6564347,7046436,5632227,0,5914562,6931974,0,0,0,6086215,6033971,4999289,5841205,3341717,0,5470691,0,6204393,4077646,4823468,5050446,4238598,6251269,5609065,0,6238013,4431621,6790205,5424574,6061673,4318074,6413737,3468045,5231359,4291033,3551126,3430602,0,6002225,4168184,0
